Vendedor,Doc,Fecha,Nombres,CódigoInventario,Unidades,Unitario Venta,Ventas,Costo Unitario,Total Costo,Margen,PorMargen
,FV R 11504,05/02/2020,Cliente General,10006175 TAPON GUARDACADENA,2.00,"2,521.01","5,042.02",661.00,"1,322.00","3,720.02",0.74
,FV R 11504,05/02/2020,Cliente General,10009409 KIT ROLLER 14 GR X 6,1.00,"22,184.87","22,184.87",0.00,0.00,"22,184.87",1.00
,FV R 11503,05/02/2020,Cliente General,10012590 BANDA FRENO TRAS CON ASBESTO,1.00,"11,596.64","11,596.64","9,532.33","9,532.33","2,064.31",0.18
,FV R 11503,05/02/2020,Cliente General,10012590 BANDA FRENO TRAS CON ASBESTO,1.00,"11,764.71","11,764.71","9,532.33","9,532.33","2,232.38",0.19
,FV R 11503,05/02/2020,Cliente General,10012815 CUNA CIGUENAL,2.00,"1,260.50","2,521.01",785.00,"1,570.00",951.01,0.38
,FV R 11504,05/02/2020,Cliente General,10012859 BOBINA ARRANQUE ELECTRICO,1.00,"17,983.19","17,983.19","15,410.00","15,410.00","2,573.19",0.14
,FV R 11503,05/02/2020,Cliente General,10012885 FILTRO AIRE,1.00,"7,983.19","7,983.19","5,128.88","5,128.88","2,854.32",0.36
,FV R 11504,05/02/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"8,403.36","8,403.36","8,622.96","8,622.96",-219.60,-0.03
,FV R 11504,05/02/2020,Cliente General,10012919 BANDA FRENO DEL Y TRAS,1.00,"11,764.71","11,764.71","8,622.96","8,622.96","3,141.75",0.27
,FV R 11503,05/02/2020,Cliente General,10015081 KIT VALVULAS,1.00,"31,932.77","31,932.77","24,864.71","24,864.71","7,068.07",0.22
,FV R 11504,05/02/2020,Cliente General,10015133 KIT EMP CILINDRO Y CULATA,1.00,"6,722.69","6,722.69","5,771.42","5,771.42",951.27,0.14
,FV R 11503,05/02/2020,Cliente General,10015137 KIT DISCOS CLUTCH,1.00,"24,369.75","24,369.75","16,418.60","16,418.60","7,951.15",0.33
,FV R 11502,05/02/2020,Cliente General,10015355 KIT GUIAS CADENILLA,1.00,"10,756.30","10,756.30","8,105.75","8,105.75","2,650.55",0.25
,FV R 11502,05/02/2020,Cliente General,10016736 RETEN VALVULA,4.00,"1,848.74","7,394.96","1,687.45","6,749.82",645.14,0.09
,FV R 11503,05/02/2020,Cliente General,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"7,563.03","7,563.03","5,236.60","5,236.60","2,326.42",0.31
,FV R 11503,05/02/2020,Cliente General,10040422 BOMBILLO FAROLA 12V 35/35W,1.00,"8,403.36","8,403.36","5,787.23","5,787.23","2,616.14",0.31
,FV R 11504,05/02/2020,Cliente General,10040591 ANTIVIBRANTE,2.00,714.29,"1,428.57",576.00,"1,152.00",276.57,0.19
,FV R 11503,05/02/2020,Cliente General,10040641 SOPORTE CARENAJE,1.00,"9,243.70","9,243.70","6,362.60","6,362.60","2,881.10",0.31
,FV R 11503,05/02/2020,Cliente General,10040642 SOPORTE CARENAJE,1.00,"5,042.02","5,042.02","3,088.30","3,088.30","1,953.72",0.39
,FV R 11502,05/02/2020,Cliente General,10041327 AGUJA PASO GASOL,1.00,"26,386.55","26,386.55","20,663.33","20,663.33","5,723.22",0.22
,FV R 11503,05/02/2020,Cliente General,10041781 KIT EMPAQUETADURA BOMBA FRENO,1.00,"27,731.09","27,731.09","8,812.20","8,812.20","18,918.89",0.68
,FV R 11503,05/02/2020,Cliente General,10042296 EMPAQUE CARCASA CLUTCH,1.00,"4,621.85","4,621.85","3,433.38","3,433.38","1,188.47",0.26
,FV R 11503,05/02/2020,Cliente General,10043258 BAJ REGULADOR,1.00,"20,168.07","20,168.07","13,926.50","13,926.50","6,241.57",0.31
,FV R 11502,05/02/2020,Cliente General,10044394 EMPAQUE TAPA VOLANTE,1.00,"2,857.14","2,857.14","2,777.17","2,777.17",79.97,0.03
,FV R 11502,05/02/2020,Cliente General,10044931 EMPAQUE CULATA,1.00,"10,000.00","10,000.00","7,624.32","7,624.32","2,375.68",0.24
,FV R 11502,05/02/2020,Cliente General,10044941 EMPAQUE CILINDRO,1.00,"2,142.86","2,142.86","1,317.73","1,317.73",825.13,0.39
,FV R 11503,05/02/2020,Cliente General,10044991 SWITCH PRESION ACEITE,1.00,"21,008.40","21,008.40","14,860.00","14,860.00","6,148.40",0.29
,FV R 11504,05/02/2020,Cliente General,"10045110 FILTRO ACEITE 
REF. JE571007-1",1.00,"11,344.54","11,344.54","8,144.00","8,144.00","3,200.54",0.28
,FV R 11504,05/02/2020,Cliente General,"10045110 FILTRO ACEITE 
REF. JE571007-1",1.00,"11,344.54","11,344.54","8,144.00","8,144.00","3,200.54",0.28
,FV R 11504,05/02/2020,Cliente General,10045339 FILTRO ACEITE,1.00,"11,344.54","11,344.54","8,003.93","8,003.93","3,340.61",0.29
,FV R 11502,05/02/2020,Cliente General,10045342 MALLA FILTRO ACEITE,1.00,"5,042.02","5,042.02","3,621.29","3,621.29","1,420.73",0.28
,FV R 11502,05/02/2020,Cliente General,10045596 CABLE ACELERADOR,1.00,"14,033.61","14,033.61","17,097.24","17,097.24","-3,063.63",-0.22
,FV R 11504,05/02/2020,Cliente General,10045773 CADENILLA DISTRIBUCION,1.00,"32,857.14","32,857.14","30,875.78","30,875.78","1,981.37",0.06
,FV R 11504,05/02/2020,Cliente General,10045783 EMPAQUE CARCASA CLUTCH,1.00,"5,000.00","5,000.00","4,186.00","4,186.00",814.00,0.16
,FV R 11503,05/02/2020,Cliente General,10046198 BAJ CABLE VELOCICMETRO,1.00,"13,613.45","13,613.45","10,548.78","10,548.78","3,064.67",0.23
,FV R 11502,05/02/2020,Cliente General,10046421 SOPORTE CARBURADOR,2.00,"6,470.59","12,941.18","5,074.00","10,148.00","2,793.18",0.22
,FV R 11503,05/02/2020,Cliente General,10063471 BATERIA MT2.5L-C -GEL-MEGA 12V 2.5A,1.00,"27,142.86","27,142.86","23,524.76","23,524.76","3,618.10",0.13
,FV R 11503,05/02/2020,Cliente General,"10063497 NEUMATICO QUEEN 275/300_17
REF. 10063497",3.00,"7,142.86","21,428.57","6,396.00","19,188.00","2,240.57",0.10
,FV R 11504,05/02/2020,Cliente General,11013753 KIT BANDA FRENO TRASERO,1.00,"10,924.37","10,924.37","7,113.30","7,113.30","3,811.07",0.35
,FV R 11502,05/02/2020,Cliente General,20008861 BAJAJ OIL DTS 20W50,1.00,"30,000.00","30,000.00","22,848.00","22,848.00","7,152.00",0.24
,FV R 11502,05/02/2020,Cliente General,21000099 CAUCHO GATO CENTRAL,1.00,"4,201.68","4,201.68","2,736.00","2,736.00","1,465.68",0.35
,FV R 11502,05/02/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"17,000.00","17,000.00","14,428.17","14,428.17","2,571.83",0.15
,FV R 11502,05/02/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"15,000.00","45,000.00","14,428.17","43,284.50","1,715.50",0.04
,FV R 11503,05/02/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,5.00,"15,000.00","75,000.00","14,428.17","72,140.83","2,859.17",0.04
,FV R 11503,05/02/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,9.00,"17,000.00","153,000.00","14,428.17","129,853.50","23,146.50",0.15
,FV R 11504,05/02/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,3.00,"15,000.00","45,000.00","14,428.17","43,284.50","1,715.50",0.04
,FV R 11504,05/02/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,4.00,"17,000.00","68,000.00","14,428.17","57,712.67","10,287.33",0.15
,FV R 11504,05/02/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"22,689.08","22,689.08","7,325.00","7,325.00","15,364.08",0.68
,FV R 11504,05/02/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,2.00,"7,983.19","15,966.39","7,325.00","14,650.00","1,316.39",0.08
,FV R 11505,06/02/2020,Cliente General,10012602 BUJE BRAZO OSCILANTE,2.00,"5,882.35","11,764.71","5,199.88","10,399.75","1,364.95",0.12
,FV R 11505,06/02/2020,Cliente General,10012859 BOBINA ARRANQUE ELECTRICO,1.00,"18,907.56","18,907.56","15,410.00","15,410.00","3,497.56",0.18
,FV R 11505,06/02/2020,Cliente General,10012909 CAUCHO CAMPANA,1.00,"13,025.21","13,025.21","2,675.80","2,675.80","10,349.41",0.79
,FV R 11505,06/02/2020,Cliente General,10016736 RETEN VALVULA,4.00,"2,100.84","8,403.36","1,687.45","6,749.82","1,653.54",0.20
,FV R 11505,06/02/2020,Cliente General,10040934 BUJIA,1.00,"8,571.43","8,571.43","7,294.00","7,294.00","1,277.43",0.15
,FV R 11505,06/02/2020,Cliente General,10042296 EMPAQUE CARCASA CLUTCH,1.00,"4,621.85","4,621.85","3,433.38","3,433.38","1,188.47",0.26
,FV R 11505,06/02/2020,Cliente General,10042296 EMPAQUE CARCASA CLUTCH,1.00,"4,621.85","4,621.85","3,433.38","3,433.38","1,188.47",0.26
,FV R 11505,06/02/2020,Cliente General,10042296 EMPAQUE CARCASA CLUTCH,1.00,"4,621.85","4,621.85","3,433.38","3,433.38","1,188.47",0.26
,FV R 11505,06/02/2020,Cliente General,10045339 FILTRO ACEITE,1.00,"11,344.54","11,344.54","8,003.93","8,003.93","3,340.61",0.29
,FV R 11505,06/02/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,5.00,"17,000.00","85,000.00","14,428.17","72,140.83","12,859.17",0.15
,FV R 11505,06/02/2020,Cliente General,21000364 CAJA X  24 PINTA M_SUP ULTRA 20W50,1.00,"7,983.19","7,983.19","7,325.00","7,325.00",658.19,0.08
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10012521 ACEITE HIDRAULICO 75 1L X1,1.00,"7,563.03","7,563.03",0.00,0.00,"7,563.03",1.00
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10016135 RETEN EJE SALIDA_22_32_53,1.00,"2,268.91","2,268.91","1,438.89","1,438.89",830.02,0.37
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10030641 GUARDAFANGO DEL SIN PINTAR,1.00,"41,596.64","41,596.64","32,231.88","32,231.88","9,364.76",0.23
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10040629 TUBO TELESC.,2.00,"63,151.26","126,302.52","48,645.27","97,290.55","29,011.97",0.23
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10040651 CABEZA SUSPENSION DEL,1.00,"16,638.66","16,638.66","10,507.00","10,507.00","6,131.66",0.37
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10040652 ESPIGA,1.00,"134,453.78","134,453.78","89,140.00","89,140.00","45,313.78",0.34
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10041794 SOPORTE LEVA CLUTCH,1.00,"31,764.71","31,764.71","22,609.00","22,609.00","9,155.71",0.29
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10042275 RETEN TELESC,2.00,"6,806.72","13,613.45","5,300.83","10,601.66","3,011.78",0.22
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10042350 CABLE FRENO DELANTERO,1.00,"14,369.75","14,369.75","11,266.42","11,266.42","3,103.33",0.22
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,10043179 BAJ SOPORTE GUARDAFANGO,1.00,"20,420.17","20,420.17","14,700.00","14,700.00","5,720.17",0.28
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"176,470.59","176,470.59",0.00,0.00,"176,470.59",1.00
,FV R 11506,07/02/2020,NOGUERA PEÑA JOSE ANTONIO,20002231 MANUBRIO NEGRO,1.00,"29,495.80","29,495.80","23,201.71","23,201.71","6,294.09",0.21
,FV R 11510,08/02/2020,GLORIA EISELA GARCIA QUINTERO,10042296 EMPAQUE CARCASA CLUTCH,1.00,"4,621.85","4,621.85","3,433.38","3,433.38","1,188.47",0.26
,FV R 11510,08/02/2020,GLORIA EISELA GARCIA QUINTERO,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"17,000.00","17,000.00","14,428.17","14,428.17","2,571.83",0.15
,FV R 11510,08/02/2020,GLORIA EISELA GARCIA QUINTERO,INS001 INSUMOS,1.00,"4,000.00","4,000.00",0.00,0.00,"4,000.00",1.00
,FV R 11512,10/02/2020,GARCIA ESPAÑA DANIELA MARIA,0267011719 300-17 6L LLANTA SECURA M86 TT,0.00,0.00,0.00,"54,340.00",0.00,0.00,0.00
,FV R 11513,11/02/2020,OVALLE NUÑEZ DIANIS MARIA,20007273 CASCO AP 101,1.00,"94,117.65","94,117.65","98,344.00","98,344.00","-4,226.35",-0.04
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10012780 CADENILLA DISTRIBUCION,1.00,"16,260.50","16,260.50","12,163.37","12,163.37","4,097.13",0.25
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10012780 CADENILLA DISTRIBUCION,1.00,"16,260.50","16,260.50","12,163.37","12,163.37","4,097.13",0.25
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015076 KIT GUIAS CADENILLA DIST,1.00,"17,016.81","17,016.81","12,794.50","12,794.50","4,222.31",0.25
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015076 KIT GUIAS CADENILLA DIST,1.00,"17,016.81","17,016.81","12,794.50","12,794.50","4,222.31",0.25
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015127 ANILLOS STD,1.00,"20,420.17","20,420.17","15,860.98","15,860.98","4,559.19",0.22
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015127 ANILLOS STD,1.00,"20,420.17","20,420.17","15,860.98","15,860.98","4,559.19",0.22
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015137 KIT DISCOS CLUTCH,1.00,"21,932.77","21,932.77","16,461.24","16,461.24","5,471.53",0.25
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015137 KIT DISCOS CLUTCH,1.00,"21,932.77","21,932.77","16,461.24","16,461.24","5,471.53",0.25
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015299 KIT RETENES,1.00,"7,941.18","7,941.18","6,482.48","6,482.48","1,458.70",0.18
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015299 KIT RETENES,1.00,"7,941.18","7,941.18","6,482.48","6,482.48","1,458.70",0.18
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"6,806.72","6,806.72","5,236.60","5,236.60","1,570.12",0.23
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"6,806.72","6,806.72","5,236.60","5,236.60","1,570.12",0.23
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10040527 TENSOR CADENILLA,1.00,"25,714.29","25,714.29","19,403.54","19,403.54","6,310.75",0.25
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10040527 TENSOR CADENILLA,1.00,"25,714.29","25,714.29","19,403.54","19,403.54","6,310.75",0.25
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10042275 RETEN TELESC,2.00,"6,806.72","13,613.45","5,300.83","10,601.66","3,011.78",0.22
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10042275 RETEN TELESC,2.00,"6,806.72","13,613.45","5,300.83","10,601.66","3,011.78",0.22
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10042296 EMPAQUE CARCASA CLUTCH,1.00,"3,403.36","3,403.36","3,433.38","3,433.38",-30.02,-0.01
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10042296 EMPAQUE CARCASA CLUTCH,1.00,"3,403.36","3,403.36","3,433.38","3,433.38",-30.02,-0.01
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10043159 BUJE EJE RUEDA DELANTERA,1.00,"4,537.82","4,537.82","3,034.20","3,034.20","1,503.62",0.33
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,10043159 BUJE EJE RUEDA DELANTERA,1.00,"4,537.82","4,537.82","3,034.20","3,034.20","1,503.62",0.33
,FV R 11514,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"17,000.00","17,000.00","14,428.17","14,428.17","2,571.83",0.15
,FV R 11515,12/02/2020,DISTRIBUIDORA CHALOS S.A.S,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"17,000.00","17,000.00","14,428.17","14,428.17","2,571.83",0.15
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,022920892 CERA,1.00,"12,478.99","12,478.99",0.00,0.00,"12,478.99",1.00
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10002599 RODAMIENTO BOLAS CAMP DEL_6203,1.00,"12,100.84","12,100.84","6,731.53","6,731.53","5,369.31",0.44
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10002599 RODAMIENTO BOLAS CAMP DEL_6203,2.00,"9,075.63","18,151.26","6,731.53","13,463.06","4,688.20",0.26
,FV R 11517,13/02/2020,Cliente General,10002599 RODAMIENTO BOLAS CAMP DEL_6203,2.00,"12,773.11","25,546.22","6,731.53","13,463.06","12,083.16",0.47
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10012541 DISCO SEPARADOR CLUTCH,4.00,"1,815.13","7,260.50","1,483.75","5,934.99","1,325.51",0.18
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10012780 CADENILLA DISTRIBUCION,1.00,"16,260.50","16,260.50","12,163.37","12,163.37","4,097.13",0.25
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10012909 CAUCHO CAMPANA,4.00,"2,930.67","11,722.69","2,675.80","10,703.21","1,019.48",0.09
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015076 KIT GUIAS CADENILLA DIST,1.00,"17,016.81","17,016.81","12,794.50","12,794.50","4,222.31",0.25
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015081 KIT VALVULAS,1.00,"28,739.50","28,739.50","26,081.06","26,081.06","2,658.44",0.09
,FV R 11517,13/02/2020,Cliente General,10015081 KIT VALVULAS,1.00,"27,941.18","27,941.18","26,081.06","26,081.06","1,860.12",0.07
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015127 ANILLOS STD,1.00,"20,420.17","20,420.17","15,860.98","15,860.98","4,559.19",0.22
,FV R 11517,13/02/2020,Cliente General,10015127 ANILLOS STD,1.00,"21,554.62","21,554.62","15,860.98","15,860.98","5,693.64",0.26
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015133 KIT EMP CILINDRO Y CULATA,1.00,"7,563.03","7,563.03","5,771.42","5,771.42","1,791.61",0.24
,FV R 11517,13/02/2020,Cliente General,10015134 KIT EMPAQUES,1.00,"20,756.30","20,756.30","18,217.55","18,217.55","2,538.76",0.12
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015137 KIT DISCOS CLUTCH,1.00,"21,932.77","21,932.77","16,461.24","16,461.24","5,471.53",0.25
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015299 KIT RETENES,1.00,"7,941.18","7,941.18","6,482.48","6,482.48","1,458.70",0.18
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10015299 KIT RETENES,1.00,"7,941.18","7,941.18","6,482.48","6,482.48","1,458.70",0.18
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10016089 CANASTILLA EJE CLUTCH,1.00,"5,294.12","5,294.12","3,805.55","3,805.55","1,488.57",0.28
,FV R 11517,13/02/2020,Cliente General,10016089 CANASTILLA EJE CLUTCH,1.00,"5,588.24","5,588.24","3,805.55","3,805.55","1,782.68",0.32
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10016108 RETEN VALVULA,2.00,"2,647.06","5,294.12","3,391.60","6,783.20","-1,489.08",-0.28
,FV R 11517,13/02/2020,Cliente General,10016108 RETEN VALVULA,2.00,"2,794.12","5,588.24","3,391.60","6,783.20","-1,194.96",-0.21
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10016641 RODAMIENTO BOLAS CIGUENAL 6304,2.00,"12,478.99","24,957.98","9,530.42","19,060.83","5,897.15",0.24
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10016818 RODAMIENTO BOLAS EJE CLUTCH,1.00,"7,563.03","7,563.03","5,236.60","5,236.60","2,326.42",0.31
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10016897 RODAMIENTO BOLAS 6301 RS1,1.00,"8,319.33","8,319.33","13,528.00","13,528.00","-5,208.67",-0.63
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10040522 ARANDELA CIGUENAL,1.00,"3,781.51","3,781.51",0.00,0.00,"3,781.51",1.00
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10040527 TENSOR CADENILLA,1.00,"25,714.29","25,714.29","19,403.54","19,403.54","6,310.75",0.25
,FV R 11517,13/02/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"10,777.31","10,777.31","7,430.72","7,430.72","3,346.59",0.31
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10040783 BOMBA ACEITE,1.00,"33,277.31","33,277.31","26,203.73","26,203.73","7,073.59",0.21
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10042275 RETEN TELESC,2.00,"6,806.72","13,613.45","5,300.83","10,601.66","3,011.78",0.22
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10042296 EMPAQUE CARCASA CLUTCH,1.00,"3,403.36","3,403.36","3,433.38","3,433.38",-30.02,-0.01
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10043071 EJE CAJA,1.00,"35,546.22","35,546.22","27,060.93","27,060.93","8,485.28",0.24
,FV R 11517,13/02/2020,Cliente General,10043071 EJE CAJA,1.00,"38,319.33","38,319.33","27,060.93","27,060.93","11,258.39",0.29
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10043159 BUJE EJE RUEDA DELANTERA,1.00,"4,537.82","4,537.82","3,034.20","3,034.20","1,503.62",0.33
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,10049100 PINON 2A (19T),1.00,"19,285.71","19,285.71","16,140.39","16,140.39","3,145.33",0.16
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,101349 TENSOR CADENA,2.00,"2,521.01","5,042.02",0.00,0.00,"5,042.02",1.00
,FV R 11517,13/02/2020,Cliente General,2 MANTENIMIENTO Y/O SERV. TECNICO MOTOCICLETAS,1.00,"84,033.61","84,033.61",0.00,0.00,"84,033.61",1.00
,FV R 11517,13/02/2020,Cliente General,20003367 RODAMIENTO BOLAS 6201-RS1/C3,1.00,"12,773.11","12,773.11",0.00,0.00,"12,773.11",1.00
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"17,000.00","17,000.00","14,428.17","14,428.17","2,571.83",0.15
,FV R 11517,13/02/2020,Cliente General,21000361 MOBIL SUPER ULTRA 4T 20W50 1/4,1.00,"17,000.00","17,000.00","14,428.17","14,428.17","2,571.83",0.15
,FV R 11517,13/02/2020,Cliente General,DU101401 PIÑON 2a. BOXER AHO/S/TITANNIUM,1.00,"23,529.41","23,529.41","14,641.03","14,641.03","8,888.38",0.38
,FV R 11517,13/02/2020,Cliente General,DU101406 EJE SALIDA BOXER AHO/S/TITANNIUM,1.00,"91,008.40","91,008.40","77,356.80","77,356.80","13,651.60",0.15
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,SER001 CALIBRACION Y AJUSTE VALVULAS,1.00,"28,000.00","28,000.00",0.00,0.00,"28,000.00",1.00
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,T001016 CAMBIO DE GUIAS DE VALVULAS,1.00,"45,000.00","45,000.00",0.00,0.00,"45,000.00",1.00
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,T009011 REVISION Y/O CAMBIO DEL SERVO MOTOR,1.00,"80,000.00","80,000.00",0.00,0.00,"80,000.00",1.00
,FV R 11516,13/02/2020,DISTRIBUIDORA CHALOS S.A.S,T013013 CAMBIO ACEITE BARRAS,1.00,"30,000.00","30,000.00",0.00,0.00,"30,000.00",1.00
,FV  490,15/02/2020,ACUÑA HERNANDEZ LUIS ALBERTO,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,2.00,"11,344.54","22,689.08","7,430.72","14,861.43","7,827.64",0.34
,FV  490,15/02/2020,ACUÑA HERNANDEZ LUIS ALBERTO,10044452 FILTRO AIRE,1.00,"7,983.19","7,983.19","4,841.23","4,841.23","3,141.96",0.39
,FV  490,15/02/2020,ACUÑA HERNANDEZ LUIS ALBERTO,T000009 SINCRONIZADA ( CARB FILTRO DE AIRE BUJÍA CALIB RAR VÁLVULAS),1.00,"29,411.76","29,411.76",0.00,0.00,"29,411.76",1.00
,FV R 11669,16/02/2020,Cliente General,10012859 BOBINA ARRANQUE ELECTRICO,1.00,"18,907.56","18,907.56","15,410.00","15,410.00","3,497.56",0.18
,FV R 11669,16/02/2020,Cliente General,10012914 PLATINA PINON,1.00,"7,983.19","7,983.19",359.50,359.50,"7,623.69",0.95
,FV R 11669,16/02/2020,Cliente General,10015291 KIT ARRASTRE,1.00,"78,991.60","78,991.60","56,571.00","56,571.00","22,420.60",0.28
,FV R 11669,16/02/2020,Cliente General,10029087 RESORTE GATO CENTRAL,1.00,"4,621.85","4,621.85","3,595.00","3,595.00","1,026.85",0.22
,FV R 11669,16/02/2020,Cliente General,10040537 BAJ BUJIA P_RZ9HC SUPER MICO BOSCH,1.00,"11,344.54","11,344.54","7,430.72","7,430.72","3,913.82",0.34
,FV R 11669,16/02/2020,Cliente General,10042037 FILTRO AIRE,1.00,"9,243.70","9,243.70","6,585.00","6,585.00","2,658.70",0.29
,FV R 11669,16/02/2020,Cliente General,10043204 CARENAJE FAR SIN PINTAR,1.00,"32,773.11","32,773.11","23,214.00","23,214.00","9,559.11",0.29
,FV R 11669,16/02/2020,Cliente General,10043258 BAJ REGULADOR,1.00,"22,752.10","22,752.10","13,926.50","13,926.50","8,825.60",0.39
,FV R 11669,16/02/2020,Cliente General,"10045110 FILTRO ACEITE 
REF. JE571007-1",1.00,"11,344.54","11,344.54","8,144.00","8,144.00","3,200.54",0.28
